2022-10-18,12.294.194/0001-64,M.INVEST PLANEJAMENTO E ADMINISTRACAO DE SHOPPING CENTER S.A.,Debênture,MINV11,IPCA,IPCA+,100.00,2050-12-31
2022-10-18,12.294.194/0001-64,M.INVEST PLANEJAMENTO E ADMINISTRACAO DE SHOPPING CENTER S.A.,Debênture,MINV21,IPCA,IPCA+,100.00,2050-12-31
2022-10-18,42.276.907/0001-28,VLI MULTIMODAL S.A.,Debênture,VLIM12,IPCA,IPCA+,100.00,2025-08-15
2022-10-18,42.276.907/0001-28,VLI MULTIMODAL S.A.,Debênture,VLIM13,IPCA,IPCA+,100.00,2028-12-15
2022-10-18,21.480.839/0001-44,BRK AMBIENTAL - SUMARE S.A,Debênture,ODBH14,CDI,CDI+,100.00,2023-10-24
2022-10-18,21.480.839/0001-44,BRK AMBIENTAL - SUMARE S.A,Debênture,ODBH15,CDI,CDI+,100.00,2023-09-09
2022-10-18,13.332.013/0001-00,COLUMBIA DO NORDESTE S/A,Debênture,CLND11,CDI,CDI+,100.00,2025-05-29
2022-10-18,07.522.669/0001-92,NEOENERGIA DISTRIBUICAO BRASILIA S.A.,Debênture,CEBD13,CDI,CDI+,100.00,2023-09-20
2022-10-18,07.522.669/0001-92,NEOENERGIA DISTRIBUICAO BRASILIA S.A.,Debênture,CEBD14,CDI,CDI+,100.00,2028-08-25
2022-10-18,07.522.669/0001-92,NEOENERGIA DISTRIBUICAO BRASILIA S.A.,Debênture,CEBD15,CDI,CDI+,100.00,2027-06-20
2022-10-18,07.522.669/0001-92,NEOENERGIA DISTRIBUICAO BRASILIA S.A.,Debênture,CEBD25,CDI,CDI+,100.00,2029-06-20
2022-10-18,14.080.223/0001-10,GERADORA EOLICA BONS VENTOS DA SERRA I S.A. ,Debênture,GLIC11,IPCA,IPCA+,100.00,2026-12-15
2022-10-18,42.278.473/0001-03,WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.,Debênture,WIZS11,CDI,CDI+,100.00,2026-08-18
2022-10-18,17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.,Debênture,MEAL11,CDI,CDI+,100.00,2024-03-15
2022-10-18,17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.,Debênture,MEAL21,CDI,CDI+,100.00,2026-03-15
2022-10-18,17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.,Debênture,MEAL12,CDI,CDI+,100.00,2025-09-10
2022-10-18,10.240.186/0001-00,LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.,Debênture,LXIN12,IPCA,IPCA+,100.00,2036-04-15
2022-10-18,20.512.213/0001-00,CHAPADA DO PIAUI I HOLDING S.A.,Debênture,CHPA11,IPCA,IPCA+,100.00,2029-03-15
2022-10-18,20.729.319/0001-60,GSP PROPERTIES SPE S.A.,Debênture,BRGSPPDBS002,IPCA,IPCA+,100.00,2025-09-06
2022-10-18,21.976.484/0001-89,RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,Debênture,GERU27,PRE,PRE,100.00,2024-10-10
2022-10-18,21.976.484/0001-89,RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,Debênture,GERU37,PRE,PRE,100.00,2024-10-10
2022-10-18,02.476.026/0001-36,ULTRAFERTIL SA,Debênture,ULFT11,IPCA,IPCA+,100.00,2027-06-15
2022-10-18,02.476.026/0001-36,ULTRAFERTIL SA,Debênture,ULFT12,IPCA,IPCA+,100.00,2025-05-15
2022-10-18,04.023.261/0001-88,NC ENERGIA S.A.,Debênture,NCEN11,IPCA,IPCA+,100.00,2025-12-15
2022-10-18,04.368.865/0001-66,COPEL TELECOMUNICACOES S.A.,Debênture,CTEL13,CDI,%CDI,117.00,2024-05-15
2022-10-18,04.368.865/0001-66,COPEL TELECOMUNICACOES S.A.,Debênture,CTEL14,CDI,CDI+,100.00,2026-08-25
2022-10-18,04.368.865/0001-66,COPEL TELECOMUNICACOES S.A.,Debênture,CPTM15,IPCA,IPCA+,100.00,2030-09-15
2022-10-18,18.510.603/0001-07,AGROVIA DO NORDESTE S.A.,Debênture,AGND11,CDI,CDI+,100.00,2022-12-15
2022-10-18,07.199.167/0001-72,RENOVAGRO - AGRICULTURA RENOVAVEL S.A.,Debênture,RNVA11,PRE,PRE,100.00,2026-04-01
2022-10-18,60.509.239/0001-13,RADIO E TELEVISAO BANDEIRANTES S.A.,Debênture,RTBD11,CDI,CDI+,100.00,2022-11-11
2022-10-18,17.848.419/0001-09,ALTAR EMPREENDIMENTOS E PARTICIPACOES S.A.,Debênture,ALTA11,CDI,CDI+,100.00,2027-05-14
2022-10-18,44.649.812/0001-38,NOTRE DAME INTERMEDICA SAUDE S.A.,Debênture,NDMI13,CDI,CDI+,100.00,2024-08-01
2022-10-18,17.875.156/0001-19,VENTOS DE SÃO TITO HOLDING S.A,Debênture,VNTT11,IPCA,IPCA+,100.00,2028-06-15
2022-10-18,08.262.121/0001-13,ALUBAR METAIS E CABOS S/A,Debênture,ALMC12,CDI,CDI+,100.00,2027-06-10
2022-10-18,08.262.121/0001-13,ALUBAR METAIS E CABOS S/A,Debênture,BRALMCDBS013,CDI,CDI+,100.00,2027-06-10
2022-10-18,36.542.025/0001-64,BRQ SOLUÇÕES EM INFORMÁTICA S.A.,Debênture,BRQB11,CDI,CDI+,100.00,2025-03-18
2022-10-18,11.198.242/0001-58,OSX CONSTRUCAO NAVAL SA EM RECUPERACAO JUDICIAL,Debênture,OSXC61,CDI,CDI+,100.00,2033-11-11
2022-10-18,11.198.242/0001-58,OSX CONSTRUCAO NAVAL SA EM RECUPERACAO JUDICIAL,Debênture,OSXC81,CDI,CDI+,100.00,2033-11-11
2022-10-18,11.198.242/0001-58,OSX CONSTRUCAO NAVAL SA EM RECUPERACAO JUDICIAL,Debênture,OSXC21,CDI,%CDI,100.00,2035-01-08
2022-10-18,11.198.242/0001-58,OSX CONSTRUCAO NAVAL SA EM RECUPERACAO JUDICIAL,Debênture,OSXC41,CDI,%CDI,100.00,2035-01-08
2022-10-18,11.198.242/0001-58,OSX CONSTRUCAO NAVAL SA EM RECUPERACAO JUDICIAL,Debênture,OSXC11,CDI,CDI+,100.00,2026-01-15
2022-10-18,11.198.242/0001-58,OSX CONSTRUCAO NAVAL SA EM RECUPERACAO JUDICIAL,Debênture,OSXC31,CDI,CDI+,100.00,2026-01-15
2022-10-18,11.198.242/0001-58,OSX CONSTRUCAO NAVAL SA EM RECUPERACAO JUDICIAL,Debênture,OSXC51,CDI,CDI+,100.00,2026-01-15
2022-10-18,11.198.242/0001-58,OSX CONSTRUCAO NAVAL SA EM RECUPERACAO JUDICIAL,Debênture,OSXC71,CDI,CDI+,100.00,2026-01-15
2022-10-18,17.158.218/0001-71,ITS@ - INTEGRATED TECHNOLOGY SYSTEMS - TECNOLOGIA PARA INSTITUICOES FINANCEIRAS LTDA,Debênture,ITSY11,IPCA,IPCA+,100.00,2023-01-26
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI22,CDI,CDI+,100.00,2023-06-07
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI32,CDI,CDI+,100.00,2023-06-07
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI13,CDI,CDI+,100.00,2024-06-07
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI23,CDI,CDI+,100.00,2024-06-07
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI33,CDI,CDI+,100.00,2024-06-07
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI24,CDI,CDI+,100.00,2024-07-27
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI34,CDI,CDI+,100.00,2027-07-27
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI15,CDI,CDI+,100.00,2023-10-15
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI25,CDI,CDI+,100.00,2025-10-15
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI16,CDI,CDI+,100.00,2027-04-15
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI17,CDI,CDI+,100.00,2026-09-15
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI27,CDI,CDI+,100.00,2029-09-15
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI37,IPCA,IPCA+,100.00,2031-09-15
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI18,IPCA,IPCA+,100.00,2029-06-15
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI28,IPCA,IPCA+,100.00,2032-06-15
2022-10-18,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Debênture,MOVI19,CDI,CDI+,100.00,2027-09-15
2022-10-18,00.357.038/0001-16,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A ELETRONORTE ,Debênture,AMTG11,CDI,CDI+,100.00,2024-08-04
2022-10-18,00.357.038/0001-16,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A ELETRONORTE ,Debênture,ELTN12,CDI,CDI+,100.00,2024-10-20
2022-10-18,00.357.038/0001-16,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A ELETRONORTE ,Debênture,BRELTNDBS009,CDI,%CDI,117.90,2024-11-15
2022-10-18,00.357.038/0001-16,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A ELETRONORTE ,Debênture,BRELTNDBS017,IPCA,IPCA+,100.00,2029-11-15
2022-10-18,00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,Debênture,LMTI12,CDI,CDI+,100.00,2022-12-11
2022-10-18,00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,Debênture,LMTI13,CDI,CDI+,100.00,2023-07-13
2022-10-18,00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,Debênture,LMTI15,CDI,CDI+,100.00,2025-05-28
2022-10-18,00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,Debênture,LMTP16,CDI,CDI+,100.00,2025-09-25
2022-10-18,00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,Debênture,LMTP26,CDI,CDI+,100.00,2027-09-25
2022-10-18,08.336.804/0001-78,CELESC GERACAO S.A ,Debênture,CLGR12,CDI,CDI+,100.00,2023-06-01
2022-10-18,08.336.804/0001-78,CELESC GERACAO S.A ,Debênture,CLGR13,IPCA,IPCA+,100.00,2030-12-10
2022-10-18,08.336.804/0001-78,CELESC GERACAO S.A ,Debênture,BRCLGRDBS019,IPCA,IPCA+,100.00,2024-12-28
2022-10-18,08.336.804/0001-78,CELESC GERACAO S.A ,Debênture,BRCLGRDBS043,CDI,CDI+,100.00,2030-12-15
2022-10-18,19.943.730/0001-54, VOLTALIA SAO MIGUEL DO GOSTOSO PARTICIPACOES S.A. ,Debênture,VTLA11,IPCA,IPCA+,100.00,2028-12-15
2022-10-18,19.208.022/0001-70,ECO050 - CONCESSIONÁRIA DE RODOVIAS S.A.,Debênture,RMGG11,IPCA,IPCA+,100.00,2029-12-15
2022-10-18,07.909.776/0001-78,AMATA S/A ,Debênture,BRAATADBO006,CDI,%CDI,100.00,
2022-10-18,01.691.945/0001-60,CAB AGUAS DE PARANAGUA S/A ,Debênture,CABP11,CDI,CDI+,100.00,2025-09-04
2022-10-18,01.691.945/0001-60,CAB AGUAS DE PARANAGUA S/A ,Debênture,PASN12,IPCA,IPCA+,100.00,2030-07-15
2022-10-18,01.920.494/0001-95,ITAUBA AGROINDUSTRIAL SA ,Debênture,BRITBADBS008,IPCA,IPCA+,100.00,2029-02-15
2022-10-18,02.886.838/0001-50,SOLVI PARTICIPACOES S/A. ,Debênture,SLVI11,CDI,CDI+,100.00,2024-01-31
2022-10-18,04.065.033/0001-70,COMPANHIA DE ELETRICIDADE DO ACRE ,Debênture,CEAC13,CDI,CDI+,100.00,2023-11-18
2022-10-18,04.065.033/0001-70,COMPANHIA DE ELETRICIDADE DO ACRE ,Debênture,BRCEACDBS001,IPCA,IPCA+,100.00,2026-04-14
2022-10-18,05.914.650/0001-66,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S.A,Debênture,CERO11,CDI,CDI+,100.00,2023-11-26
2022-10-18,05.914.650/0001-66,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S.A,Debênture,CERO14,CDI,CDI+,100.00,2023-11-18
2022-10-18,05.914.650/0001-66,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S.A,Debênture,CERO15,CDI,CDI+,100.00,2024-06-15
2022-10-18,05.914.650/0001-66,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S.A,Debênture,BRCERODBS018,IPCA,IPCA+,100.00,2026-04-14
2022-10-18,05.914.650/0001-66,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S.A,Debênture,CERO16,IPCA,IPCA+,100.00,2031-10-15
2022-10-18,05.914.650/0001-66,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S.A,Debênture,BRCERODBS059,IPCA,IPCA+,100.00,2036-10-15
2022-10-18,05.914.650/0001-66,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S.A,Debênture,BRCERODBS067,IPC,Outros,100.00,2029-04-15
2022-10-18,05.914.650/0001-66,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S.A,Debênture,BRCERODBS075,IPC,Outros,100.00,2032-04-15
2022-10-18,06.220.197/0001-50,COMPANHIA AGUAS DE ITAPEMA ,Debênture,ITPE12,IPCA,IPCA+,100.00,2027-10-15
2022-10-18,06.347.409/0001-65,SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,Debênture,SBFC11,CDI,CDI+,100.00,2024-06-29
2022-10-18,06.347.409/0001-65,SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,Debênture,SBFC12,CDI,CDI+,100.00,2025-05-25
2022-10-18,06.347.409/0001-65,SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,Debênture,SBFC13,CDI,CDI+,100.00,2027-04-29
2022-10-18,06.840.748/0001-89,COMPANHIA ENERGETICA DO PIAUI ,Debênture,CPIS11,CDI,%CDI,101.37,2026-12-06
2022-10-18,06.840.748/0001-89,COMPANHIA ENERGETICA DO PIAUI ,Debênture,CPIS12,CDI,CDI+,100.00,2023-05-28
2022-10-18,06.972.254/0001-58,DIGIPIX S/A ,Debênture,DGPX11,CDI,CDI+,100.00,2024-07-15
2022-10-18,07.314.233/0001-08,BRASIL PCH S.A. ,Debênture,BPCH11,CDI,CDI+,100.00,2026-11-15
2022-10-18,07.314.233/0001-08,BRASIL PCH S.A. ,Debênture,BPCH21,IPCA,IPCA+,100.00,2026-11-15
2022-10-18,07.655.515/0001-79,JURUENA PARTICIPACOES E INVESTIMENTOS S.A ,Debênture,JURU11,CDI,CDI+,100.00,2025-08-15
2022-10-18,07.704.914/0001-82,ORBI QUIMICA S.A,Debênture,ORBQ11,CDI,CDI+,100.00,2025-01-22
2022-10-18,08.826.596/0001-95,ENERGISA BORBOREMA - DISTRIBUIDORA DE ENERGIA S.A ,Debênture,CELB14,CDI,CDI+,100.00,2023-02-15
2022-10-18,08.826.596/0001-95,ENERGISA BORBOREMA - DISTRIBUIDORA DE ENERGIA S.A ,Debênture,CELB15,IPCA,IPCA+,100.00,2027-10-11
2022-10-18,08.826.596/0001-95,ENERGISA BORBOREMA - DISTRIBUIDORA DE ENERGIA S.A ,Debênture,CELB25,IPCA,IPCA+,100.00,2030-10-11
2022-10-18,08.826.596/0001-95,ENERGISA BORBOREMA - DISTRIBUIDORA DE ENERGIA S.A ,Debênture,BRCELBDBS000,CDI,CDI+,100.00,2023-02-15
2022-10-18,09.114.805/0001-30,OCEANPACT SERVIÇOS MARÍTIMOS S.A.,Debênture,OCNP11,CDI,CDI+,100.00,2025-09-23
2022-10-18,09.114.805/0001-30,OCEANPACT SERVIÇOS MARÍTIMOS S.A.,Debênture,OCNP12,CDI,CDI+,100.00,2025-09-28
2022-10-18,09.114.805/0001-30,OCEANPACT SERVIÇOS MARÍTIMOS S.A.,Debênture,BROPCTDBS002,CDI,CDI+,100.00,2025-09-28
2022-10-18,09.114.805/0001-30,OCEANPACT SERVIÇOS MARÍTIMOS S.A.,Debênture,BROPCTDBS010,CDI,CDI+,100.00,2025-09-23
2022-10-18,09.114.805/0001-30,OCEANPACT SERVIÇOS MARÍTIMOS S.A.,Debênture,OCNP13,CDI,CDI+,100.00,2026-11-08
2022-10-18,12.009.135/0001-05,ALIANCA GERACAO DE ENERGIA S.A. ,Debênture,ALIG12,IPCA,IPCA+,100.00,2029-12-15
2022-10-18,12.009.135/0001-05,ALIANCA GERACAO DE ENERGIA S.A. ,Debênture,ALIG13,IPCA,IPCA+,100.00,2035-02-15
2022-10-18,12.009.135/0001-05,ALIANCA GERACAO DE ENERGIA S.A. ,Debênture,ALIG14,IPCA,IPCA+,100.00,2035-08-15
2022-10-18,12.009.135/0001-05,ALIANCA GERACAO DE ENERGIA S.A. ,Debênture,ALIG15,IPCA,IPCA+,100.00,2036-04-15
2022-10-18,12.272.084/0001-00,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,Debênture,BRCEALDBS002,CDI,CDI+,100.00,2023-11-07
2022-10-18,12.300.288/0001-07,NORTE ENERGIA S.A,Debênture,NTEN11,IPCA,IPCA+,100.00,2030-05-15
2022-10-18,14.590.454/0001-74,RIO ALTO PARTICIPACOES E EMPREENDIMENTOS IMOBILIARIOS LTDA ,Debênture,RIOL11,IPCA,IPCA+,100.00,2023-01-16
2022-10-18,15.689.185/0001-60,CATA TECIDOS E EMBALAGENS INDUSTRIAIS LIMITADA ,Debênture,BRCTNEDBS008,CDI,CDI+,100.00,2024-10-30
2022-10-18,15.689.185/0001-60,CATA TECIDOS E EMBALAGENS INDUSTRIAIS LIMITADA ,Debênture,BRCTNEDBS016,CDI,CDI+,100.00,2024-10-30
2022-10-18,15.689.185/0001-60,CATA TECIDOS E EMBALAGENS INDUSTRIAIS LIMITADA ,Debênture,BRCTNEDBS024,CDI,CDI+,100.00,2024-10-30
2022-10-18,16.383.969/0001-29,TRANSMISSORA SUL LITORANEA DE ENERGIA S.A. - TSLE ,Debênture,TSLE11,IPCA,IPCA+,100.00,2030-12-15
2022-10-18,18.123.402/0001-49,ODEBRECHT AMBIENTAL GOIAS S.A. ,Debênture,FOZG11,CDI,CDI+,100.00,2023-06-16
2022-10-18,19.011.479/0001-90,ENEL GREEN POWER MANICOBA EOLICA S.A. ,Debênture,EGME11,IPCA,IPCA+,100.00,2028-12-15
2022-10-18,19.046.080/0001-44,ENEL GREEN POWER DAMASCENA EOLICA S.A. ,Debênture,ENDE11,IPCA,IPCA+,100.00,2029-06-15
2022-10-18,21.728.083/0001-00,TRANSMISSORA JOSE MARIA DE MACEDO DE ELETRICIDADE S.A. ,Debênture,TJMM11,IPCA,IPCA+,100.00,2036-03-15
2022-10-18,33.249.046/0001-06,ENERGISA NOVA FRIBURGO - DISTRIBUIDORA DE ENERGIA S.A. ,Debênture,CENF11,CDI,CDI+,100.00,2023-02-15
2022-10-18,33.249.046/0001-06,ENERGISA NOVA FRIBURGO - DISTRIBUIDORA DE ENERGIA S.A. ,Debênture,CENF21,CDI,CDI+,100.00,2025-02-15
2022-10-18,33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,Debênture,IRBR11,CDI,CDI+,100.00,2023-10-15
2022-10-18,33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,Debênture,IRBR21,IPCA,IPCA+,100.00,2026-10-15
2022-10-18,33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,Debênture,IRBR12,IPCA,IPCA+,100.00,2026-12-15
2022-10-18,33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,Debênture,BRIRBRDBS030,CDI,CDI+,100.00,2026-12-15
2022-10-18,33.600.123/0001-12,ENERGETICA SAO PATRICIO S/A ,Debênture,EGSP11,CDI,CDI+,100.00,2023-12-19
2022-10-18,33.600.123/0001-12,ENERGETICA SAO PATRICIO S/A ,Debênture,EGSP12,CDI,CDI+,100.00,2028-04-10
2022-10-18,46.722.831/0001-78,ACEF S/A. ,Debênture,ACEF12,CDI,CDI+,100.00,2025-03-24
2022-10-18,46.722.831/0001-78,ACEF S/A. ,Debênture,ACEF13,CDI,CDI+,100.00,2026-12-23
2022-10-18,46.722.831/0001-78,ACEF S/A. ,Debênture,BRFCEFDBS011,CDI,CDI+,100.00,2025-03-24
2022-10-18,47.902.283/0001-20,SONORA ESTANCIA S/A ,Debênture,SNRA11,CDI,CDI+,100.00,2024-12-15
2022-10-18,47.902.283/0001-20,SONORA ESTANCIA S/A ,Debênture,SNRA12,CDI,CDI+,100.00,2023-12-21
2022-10-18,47.902.283/0001-20,SONORA ESTANCIA S/A ,Debênture,SNRA13,IPCA,IPCA+,100.00,2029-11-15
2022-10-18,62.070.362/0001-06,COMPANHIA DO METROPOLITANO DE SAO PAULO METRO ,Debênture,MTRO12,CDI,CDI+,100.00,2027-04-25
2022-10-18,05.510.654/0001-89,ALGAR TI CONSULTORIA S/A ,Debênture,AGTI11,CDI,CDI+,100.00,2023-04-08
2022-10-18,07.682.638/0001-07,CONCESSIONARIA DA LINHA 4 DO METRO DE SAO PAULO S.A. ,Debênture,CNLM15,CDI,CDI+,100.00,2028-03-15
2022-10-18,07.682.638/0001-07,CONCESSIONARIA DA LINHA 4 DO METRO DE SAO PAULO S.A. ,Debênture,CNLM25,IPCA,IPCA+,100.00,2028-03-15
2022-10-18,17.250.558/0001-28,LSH BARRA EMPREENDIMENTOS IMOBILIARIOS S.A. ,Debênture,LSHB14,CDI,%CDI,140.00,9999-05-17
2022-10-18,47.383.971/0001-21,PLANOVA PLANEJAMENTO E CONSTRUCOES S.A. ,Debênture,PLNV13,CDI,CDI+,100.00,2024-09-02
2022-10-18,47.383.971/0001-21,PLANOVA PLANEJAMENTO E CONSTRUCOES S.A. ,Debênture,PLNV23,CDI,CDI+,100.00,2024-09-02
2022-10-18,00.409.834/0001-55,PRIME INCORPORACOES E CONSTRUCOES S/A. ,Debênture,PMIC16,CDI,CDI+,100.00,2024-06-26
2022-10-18,00.409.834/0001-55,PRIME INCORPORACOES E CONSTRUCOES S/A. ,Debênture,PMIC18,CDI,CDI+,100.00,2027-04-22
2022-10-18,00.409.834/0001-55,PRIME INCORPORACOES E CONSTRUCOES S/A. ,Debênture,BRPMICDBS074,CDI,CDI+,100.00,2027-04-22
2022-10-18,01.157.555/0001-04,TENDA ATACADO SA,Debênture,TNDA11,CDI,CDI+,100.00,2024-03-05
2022-10-18,01.157.555/0001-04,TENDA ATACADO SA,Debênture,TNDA13,CDI,CDI+,100.00,2026-07-12
2022-10-18,08.837.556/0001-49,CONASA - COMPANHIA NACIONAL DE SANEAMENTO ,Debênture,CCNS11,CDI,CDI+,100.00,2026-07-15
2022-10-18,33.200.056/0001-49,LOJAS RIACHUELO SA ,Debênture,RCHL13,CDI,CDI+,100.00,2023-11-23
2022-10-18,23.698.040/0001-54,CEOS ADMINISTRADORA DE BENS S.A ,Debênture,CEOS11,IPCA,IPCA+,100.00,2026-06-03
2022-10-18,23.698.040/0001-54,CEOS ADMINISTRADORA DE BENS S.A ,Debênture,CEOS21,IPCA,IPCA+,100.00,2026-06-03
2022-10-18,23.698.040/0001-54,CEOS ADMINISTRADORA DE BENS S.A ,Debênture,CEOS31,IPCA,IPCA+,100.00,2026-06-03
2022-10-18,23.698.040/0001-54,CEOS ADMINISTRADORA DE BENS S.A ,Debênture,CEOS41,IPCA,IPCA+,100.00,2026-06-03
2022-10-18,23.698.040/0001-54,CEOS ADMINISTRADORA DE BENS S.A ,Debênture,CEOS51,IPCA,IPCA+,100.00,2026-06-03
2022-10-18,00.001.172/0001-80,SA CORREIO BRAZILIENSE ,Debênture,CRBZ11,CDI,%CDI,140.00,2023-05-25
2022-10-18,02.879.250/0001-79,ATENTO BRASIL S/A ,Debênture,ATEB12,CDI,CDI+,100.00,2023-04-25
2022-10-18,24.444.902/0001-85,EBPH PARTICIPACOES S.A. ,Debênture,EBPH11,CDI,%CDI,140.00,2025-05-30
2022-10-18,25.116.715/0001-35,GAIA CRED II COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS S.A. ,Debênture,GCII12,PRE,PRE,100.00,2027-10-15
2022-10-18,22.606.673/0001-22,NSP INVESTIMENTOS S.A. - EM RECUPERACAO JUDICIAL,Debênture,OSPV21,CDI,%CDI,115.00,2029-03-31
2022-10-18,22.606.673/0001-22,NSP INVESTIMENTOS S.A. - EM RECUPERACAO JUDICIAL,Debênture,OSPI32,CDI,%CDI,115.00,2028-04-20
2022-10-18,22.606.673/0001-22,NSP INVESTIMENTOS S.A. - EM RECUPERACAO JUDICIAL,Debênture,OSPI42,CDI,%CDI,115.00,2028-04-20
2022-10-18,22.606.673/0001-22,NSP INVESTIMENTOS S.A. - EM RECUPERACAO JUDICIAL,Debênture,OSPI52,CDI,%CDI,115.00,2031-12-20
2022-10-18,22.606.673/0001-22,NSP INVESTIMENTOS S.A. - EM RECUPERACAO JUDICIAL,Debênture,OSPI62,CDI,%CDI,115.00,2028-04-20
2022-10-18,22.606.673/0001-22,NSP INVESTIMENTOS S.A. - EM RECUPERACAO JUDICIAL,Debênture,OSPI72,CDI,%CDI,115.00,2023-01-20
2022-10-18,22.606.673/0001-22,NSP INVESTIMENTOS S.A. - EM RECUPERACAO JUDICIAL,Debênture,OSPI82,CDI,%CDI,115.00,2023-04-20
2022-10-18,22.606.673/0001-22,NSP INVESTIMENTOS S.A. - EM RECUPERACAO JUDICIAL,Debênture,OSPIA2,CDI,%CDI,115.00,2023-04-20
2022-10-18,22.606.673/0001-22,NSP INVESTIMENTOS S.A. - EM RECUPERACAO JUDICIAL,Debênture,OSPIB2,CDI,%CDI,115.00,2028-04-20
2022-10-18,22.606.673/0001-22,NSP INVESTIMENTOS S.A. - EM RECUPERACAO JUDICIAL,Debênture,BROSPVDBS020,CDI,%CDI,115.00,2029-03-31
2022-10-18,22.606.673/0001-22,NSP INVESTIMENTOS S.A. - EM RECUPERACAO JUDICIAL,Debênture,BROSPVDBS0B7,CDI,%CDI,115.00,2030-04-24
2022-10-18,88.766.936/0001-79,MARELLI MOVEIS PARA ESCRITORIO S/A,Debênture,BRMRELDBO012,IPCA,IPCA+,100.00,2022-10-30
2022-10-18,14.863.079/0001-99,F.AB. ZONA OESTE S.A. ,Debênture,FABZ15,CDI,CDI+,100.00,2023-02-22
2022-10-18,14.863.079/0001-99,F.AB. ZONA OESTE S.A. ,Debênture,FABZ16,CDI,CDI+,100.00,2023-02-27
2022-10-18,14.863.079/0001-99,F.AB. ZONA OESTE S.A. ,Debênture,FABZ26,CDI,CDI+,100.00,2023-02-27
2022-10-18,12.321.274/0001-61,BRVIAS HOLDING VRD S.A.,Debênture,HVRD15,IPCA,IPCA+,100.00,2036-04-15
